timestamp,heart_rate_bpm,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,47.0,sleep,300,1
2024-11-25 00:05:00,47.704984970770596,sleep,300,1
2024-11-25 00:10:00,46.45174310991809,sleep,300,1
2024-11-25 00:15:00,45.04455017850629,sleep,300,1
2024-11-25 00:20:00,44.3615347920892,sleep,300,1
2024-11-25 00:25:00,43.42606857166616,sleep,300,1
2024-11-25 00:30:00,42.38765280866665,sleep,300,1
2024-11-25 00:35:00,43.241523204802505,sleep,300,1
2024-11-25 00:40:00,45.505122774135764,sleep,300,1
2024-11-25 00:45:00,44.87973670834038,sleep,300,1
2024-11-25 00:50:00,43.164805289695764,sleep,300,1
2024-11-25 00:55:00,44.18872449097689,sleep,300,1
2024-11-25 01:00:00,42.81099301653249,sleep,300,1
2024-11-25 01:08:00,47.0,sleep,300,1
2024-11-25 01:13:00,47.1663177935692,sleep,300,1
2024-11-25 01:18:00,47.30994007983067,sleep,300,1
2024-11-25 01:23:00,47.67952209591056,sleep,300,1
2024-11-25 01:28:00,45.54010125904838,sleep,300,1
2024-11-25 01:33:00,46.72505400617499,sleep,300,1
2024-11-25 01:38:00,46.179036423502446,sleep,300,1
2024-11-25 01:43:00,47.58571671838628,sleep,300,1
2024-11-25 01:48:00,47.372810364800245,sleep,300,1
2024-11-25 01:53:00,46.928422491170046,sleep,300,1
2024-11-25 01:58:00,45.50065533563906,sleep,300,1
2024-11-25 02:03:00,44.766202934953526,sleep,300,1
2024-11-25 02:08:00,45.40672036573598,sleep,300,1
2024-11-25 02:13:00,44.07741197831832,sleep,300,1
2024-11-25 02:18:00,42.092514257851896,sleep,300,1
2024-11-25 02:23:00,41.5179268733435,sleep,300,1
2024-11-25 02:29:00,47.0,sleep,300,1
2024-11-25 02:34:00,47.93241924607581,sleep,300,1
2024-11-25 02:39:00,47.95682087021012,sleep,300,1
2024-11-25 02:44:00,47.22514778108421,sleep,300,1
2024-11-25 02:49:00,46.45302203732358,sleep,300,1
2024-11-25 02:54:00,46.202691050062484,sleep,300,1
2024-11-25 02:59:00,45.952459727232366,sleep,300,1
2024-11-25 03:04:00,45.362575632976935,sleep,300,1
2024-11-25 03:09:00,44.87878739157495,sleep,300,1
2024-11-25 03:14:00,46.259335146568006,sleep,300,1
2024-11-25 03:19:00,48.66186806294108,sleep,300,1
2024-11-25 03:27:00,47.0,sleep,300,1
2024-11-25 03:32:00,46.4467607704468,sleep,300,1
2024-11-25 03:37:00,47.79071807496854,sleep,300,1
2024-11-25 03:42:00,48.31978719243068,sleep,300,1
2024-11-25 03:47:00,49.04983627368176,sleep,300,1
2024-11-25 03:52:00,50.90020804617393,sleep,300,1
2024-11-25 03:57:00,50.852301964042354,sleep,300,1
2024-11-25 04:02:00,50.25535052009884,sleep,300,1
2024-11-25 04:11:00,47.0,sleep,300,1
2024-11-25 04:16:00,47.12243427579641,sleep,300,1
2024-11-25 04:21:00,46.63568610561031,sleep,300,1
2024-11-25 04:26:00,48.029249937456996,sleep,300,1
2024-11-25 04:31:00,46.51683798926917,sleep,300,1
2024-11-25 04:36:00,48.27997399978164,sleep,300,1
2024-11-25 04:41:00,47.09241704013093,sleep,300,1
2024-11-25 04:46:00,45.71085586285147,sleep,300,1
2024-11-25 04:51:00,44.89459396513464,sleep,300,1
2024-11-25 04:56:00,47.22241701262492,sleep,300,1
2024-11-25 05:01:00,47.16082164395589,sleep,300,1
2024-11-25 05:06:00,47.73613887514908,sleep,300,1
2024-11-25 05:11:00,47.47541909319286,sleep,300,1
2024-11-25 05:16:00,47.33887842960123,sleep,300,1
2024-11-25 05:23:00,47.0,sleep,300,1
2024-11-25 05:28:00,46.438465144427845,sleep,300,1
2024-11-25 05:33:00,45.78581585178107,sleep,300,1
2024-11-25 05:38:00,44.389517444551146,sleep,300,1
2024-11-25 05:43:00,44.228385541937854,sleep,300,1
2024-11-25 05:48:00,48.05345231381357,sleep,300,1
2024-11-25 05:53:00,46.257485796168865,sleep,300,1
2024-11-25 06:00:00,55.0,sleep_transition,30,1
2024-11-25 06:00:30,54.38659910532529,sleep_transition,30,1
2024-11-25 06:01:00,53.413646721673224,sleep_transition,30,1
2024-11-25 06:01:30,50.97556581959683,sleep_transition,30,1
2024-11-25 06:02:00,51.82009757072228,sleep_transition,30,1
2024-11-25 06:02:30,53.40119939257455,sleep_transition,30,1
2024-11-25 06:03:00,53.16246273825728,sleep_transition,30,1
2024-11-25 06:03:30,53.356140611420074,sleep_transition,30,1
2024-11-25 06:04:00,53.60327010222839,sleep_transition,30,1
2024-11-25 06:04:30,54.83194497137643,sleep_transition,30,1
2024-11-25 06:05:00,55.48012587181702,sleep_transition,30,1
2024-11-25 06:05:30,55.83800553985477,sleep_transition,30,1
2024-11-25 06:06:00,55.87288667700159,sleep_transition,30,1
2024-11-25 06:06:30,55.91092847346888,sleep_transition,30,1
2024-11-25 06:07:00,54.857136098250116,sleep_transition,30,1
2024-11-25 06:07:30,54.57895660939844,sleep_transition,30,1
2024-11-25 06:08:00,55.226793318549916,sleep_transition,30,1
2024-11-25 06:08:30,55.05518105275816,sleep_transition,30,1
2024-11-25 06:09:00,55.087095806045994,sleep_transition,30,1
2024-11-25 06:09:30,54.230450168036185,sleep_transition,30,1
2024-11-25 06:10:00,54.559834175263184,sleep_transition,30,1
2024-11-25 06:10:30,53.49879125128984,sleep_transition,30,1
2024-11-25 06:11:00,53.719762784677265,sleep_transition,30,1
2024-11-25 06:11:30,53.59199403938453,sleep_transition,30,1
2024-11-25 06:12:00,52.332465941328344,sleep_transition,30,1
2024-11-25 06:12:30,53.128630383301896,sleep_transition,30,1
2024-11-25 06:13:00,53.02179221380999,sleep_transition,30,1
2024-11-25 06:13:30,54.389339379696004,sleep_transition,30,1
2024-11-25 06:14:00,55.46937104929587,sleep_transition,30,1
2024-11-25 06:14:30,54.826114789931076,sleep_transition,30,1
2024-11-25 06:15:00,54.251001605887964,sleep_transition,30,1
2024-11-25 06:15:30,53.40293250146872,sleep_transition,30,1
2024-11-25 06:16:00,55.0,sleep_transition,30,1
2024-11-25 06:16:30,54.89570853349368,sleep_transition,30,1
2024-11-25 06:17:00,54.459239867032636,sleep_transition,30,1
2024-11-25 06:17:30,54.23851971348692,sleep_transition,30,1
2024-11-25 06:18:00,53.7068271912578,sleep_transition,30,1
2024-11-25 06:18:30,54.05222243171162,sleep_transition,30,1
2024-11-25 06:19:00,53.30091719733441,sleep_transition,30,1
2024-11-25 06:19:30,52.32779968037925,sleep_transition,30,1
2024-11-25 06:20:00,51.939098128232715,sleep_transition,30,1
2024-11-25 06:20:30,51.37842546646708,sleep_transition,30,1
2024-11-25 06:21:00,50.428712995157326,sleep_transition,30,1
2024-11-25 06:21:30,50.22371379246173,sleep_transition,30,1
2024-11-25 06:22:00,49.04710150834309,sleep_transition,30,1
2024-11-25 06:22:30,50.344229735588335,sleep_transition,30,1
2024-11-25 06:23:00,49.28874645667781,sleep_transition,30,1
2024-11-25 06:23:30,48.856273365405244,sleep_transition,30,1
2024-11-25 06:24:00,48.60336010736628,sleep_transition,30,1
2024-11-25 06:24:30,49.872092786950965,sleep_transition,30,1
2024-11-25 06:25:00,48.64672196661475,sleep_transition,30,1
2024-11-25 06:25:30,48.79233016517988,sleep_transition,30,1
2024-11-25 06:26:00,49.58849265894733,sleep_transition,30,1
2024-11-25 06:26:30,49.39899693017735,sleep_transition,30,1
2024-11-25 06:27:00,48.58473900852491,sleep_transition,30,1
2024-11-25 06:27:30,48.548766243747515,sleep_transition,30,1
2024-11-25 06:28:00,49.7031613516625,sleep_transition,30,1
2024-11-25 06:28:30,49.29014463159164,sleep_transition,30,1
2024-11-25 06:29:00,50.37343739783727,sleep_transition,30,1
2024-11-25 06:29:30,50.592454234495136,sleep_transition,30,1
2024-11-25 06:30:00,51.51884924029177,sleep_transition,30,1
2024-11-25 06:30:30,51.701152405469145,sleep_transition,30,1
2024-11-25 06:31:00,51.37050944510228,sleep_transition,30,1
2024-11-25 06:31:30,52.58750122937934,sleep_transition,30,1
2024-11-25 06:32:00,52.76747293152872,sleep_transition,30,1
2024-11-25 06:32:30,52.9034458716535,sleep_transition,30,1
2024-11-25 06:33:00,53.505171259238,sleep_transition,30,1
2024-11-25 06:33:30,54.18776566689899,sleep_transition,30,1
2024-11-25 06:34:00,54.78481571228272,sleep_transition,30,1
2024-11-25 06:34:30,53.803096637005794,sleep_transition,30,1
2024-11-25 06:35:00,53.347225356492565,sleep_transition,30,1
2024-11-25 06:35:30,52.88034002470347,sleep_transition,30,1
