timestamp,motion_g,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,0.051750774199200086,sleep,30,1
2024-11-25 00:00:30,0.0860213592722001,sleep,30,1
2024-11-25 00:01:00,0.05536665613970734,sleep,30,1
2024-11-25 00:01:30,0.033107023336212835,sleep,30,1
2024-11-25 00:02:00,0.08025794795393068,sleep,30,1
2024-11-25 00:02:30,0.054170207572382056,sleep,30,1
2024-11-25 00:03:00,0.03926718831151152,sleep,30,1
2024-11-25 00:03:30,0.03831884847374559,sleep,30,1
2024-11-25 00:04:00,0.032198638300088823,sleep,30,1
2024-11-25 00:04:30,0.021351329284116177,sleep,30,1
2024-11-25 00:05:00,0.041555501069213796,sleep,30,1
2024-11-25 00:05:30,0.05409684260728692,sleep,30,1
2024-11-25 00:06:00,0.04237585453212309,sleep,30,1
2024-11-25 00:06:30,0.025620525496425905,sleep,30,1
2024-11-25 00:07:00,0.019258544445688017,sleep,30,1
2024-11-25 00:07:30,0.068801573269942,sleep,30,1
2024-11-25 00:08:00,0.047711046092100855,sleep,30,1
2024-11-25 00:08:30,0.01588091222977263,sleep,30,1
2024-11-25 00:09:00,0.04288879562855307,sleep,30,1
2024-11-25 00:09:30,0.05249228209928082,sleep,30,1
2024-11-25 00:10:00,0.06910704002517164,sleep,30,1
2024-11-25 00:10:30,0.03627254293180489,sleep,30,1
2024-11-25 00:11:00,0.06268551126694451,sleep,30,1
2024-11-25 00:11:30,0.049556103831766785,sleep,30,1
2024-11-25 00:12:00,0.04258638284121118,sleep,30,1
2024-11-25 00:12:30,0.06746059593599611,sleep,30,1
2024-11-25 00:13:00,0.031101663422961844,sleep,30,1
2024-11-25 00:13:30,0.06894685962114563,sleep,30,1
2024-11-25 00:14:00,0.02717188450338819,sleep,30,1
2024-11-25 00:14:30,0.03847358496872403,sleep,30,1
2024-11-25 00:15:00,0.04231210270558672,sleep,30,1
2024-11-25 00:15:30,0.04778313735219908,sleep,30,1
2024-11-25 00:16:00,0.0008742302752152986,sleep,30,1
2024-11-25 00:16:30,0.05211080535196153,sleep,30,1
2024-11-25 00:17:00,0.013457117664893853,sleep,30,1
2024-11-25 00:17:30,0.053352681805459816,sleep,30,1
2024-11-25 00:18:00,0.055486554211750666,sleep,30,1
2024-11-25 00:18:30,0.06953286876928101,sleep,30,1
2024-11-25 00:19:00,0.02329370480740825,sleep,30,1
2024-11-25 00:19:30,0.05458656988781327,sleep,30,1
2024-11-25 00:20:00,0.049046073956745755,sleep,30,1
2024-11-25 00:20:30,0.038645132960898235,sleep,30,1
2024-11-25 00:21:00,0.02850295965390409,sleep,30,1
2024-11-25 00:21:30,0.05161682964452222,sleep,30,1
2024-11-25 00:22:00,0.0767383992869569,sleep,30,1
2024-11-25 00:22:30,0.04518796573195123,sleep,30,1
2024-11-25 00:23:00,0.07507493165197728,sleep,30,1
2024-11-25 00:23:30,0.07291906682456936,sleep,30,1
2024-11-25 00:24:00,0.007215259606561303,sleep,30,1
2024-11-25 00:24:30,0.032815396117871515,sleep,30,1
2024-11-25 00:25:00,0.03902482623487698,sleep,30,1
2024-11-25 00:25:30,0.07647625149987275,sleep,30,1
2024-11-25 00:26:00,0.049601227643017616,sleep,30,1
2024-11-25 00:26:30,0.07581315777357259,sleep,30,1
2024-11-25 00:27:00,0.04727194567711921,sleep,30,1
2024-11-25 00:27:30,0.07637415703484894,sleep,30,1
2024-11-25 00:28:00,0.05904668472021438,sleep,30,1
2024-11-25 00:28:30,0.048085335750137646,sleep,30,1
2024-11-25 00:29:00,0.07349437858862233,sleep,30,1
2024-11-25 00:29:30,0.03990796820446031,sleep,30,1
2024-11-25 00:30:00,0.0904146026345049,sleep,30,1
2024-11-25 00:30:30,0.020768637529365218,sleep,30,1
2024-11-25 00:31:00,0.04138939838062414,sleep,30,1
2024-11-25 00:31:30,0.05201575981035561,sleep,30,1
2024-11-25 00:32:00,0.035163790064840855,sleep,30,1
2024-11-25 00:32:30,0.05788727460207513,sleep,30,1
2024-11-25 00:33:00,0.04758819893898382,sleep,30,1
2024-11-25 00:33:30,0.05659773679501838,sleep,30,1
2024-11-25 00:34:00,0.032217832834033275,sleep,30,1
2024-11-25 00:34:30,0.02967736601899041,sleep,30,1
2024-11-25 00:35:00,0.049427909274490575,sleep,30,1
2024-11-25 00:35:30,0.06458178895784998,sleep,30,1
2024-11-25 00:36:00,0.08686890921458518,sleep,30,1
2024-11-25 00:36:30,0.013454454245059422,sleep,30,1
2024-11-25 00:37:00,0.04605905304263257,sleep,30,1
2024-11-25 00:37:30,0.058857396415805216,sleep,30,1
2024-11-25 00:38:00,0.057305158505094905,sleep,30,1
2024-11-25 00:38:30,0.02558238936582458,sleep,30,1
2024-11-25 00:39:00,0.03546241053197001,sleep,30,1
2024-11-25 00:39:30,0.04972369868853305,sleep,30,1
2024-11-25 00:40:00,0.10366801131000491,sleep,30,1
2024-11-25 00:40:30,0.06886210603569008,sleep,30,1
2024-11-25 00:41:00,0.05700858558158094,sleep,30,1
2024-11-25 00:41:30,0.00386571880773888,sleep,30,1
2024-11-25 00:42:00,0.02365121182370052,sleep,30,1
2024-11-25 00:42:30,0.02542240453190258,sleep,30,1
2024-11-25 00:43:00,0.057160284725565724,sleep,30,1
2024-11-25 00:43:30,0.047275833872786395,sleep,30,1
2024-11-25 00:44:00,0.037296056083146366,sleep,30,1
2024-11-25 00:44:30,0.056688929293235636,sleep,30,1
2024-11-25 00:45:00,0.019785749781746714,sleep,30,1
2024-11-25 00:45:30,0.03370370072534525,sleep,30,1
2024-11-25 00:46:00,0.04868224106587542,sleep,30,1
2024-11-25 00:46:30,0.08738433522001376,sleep,30,1
2024-11-25 00:47:00,0.06791289611290226,sleep,30,1
2024-11-25 00:47:30,0.05862075517962376,sleep,30,1
2024-11-25 00:48:00,0.0419853456835098,sleep,30,1
2024-11-25 00:48:30,0.04963668496981786,sleep,30,1
2024-11-25 00:49:00,0.07432140574524546,sleep,30,1
2024-11-25 00:49:30,0.08651485039813234,sleep,30,1
2024-11-25 00:50:00,0.04520079992266241,sleep,30,1
2024-11-25 00:50:30,0.059012234844828815,sleep,30,1
2024-11-25 00:51:00,0.06828198058393199,sleep,30,1
2024-11-25 00:51:30,0.0581759289692452,sleep,30,1
2024-11-25 00:52:00,0.02381264832641518,sleep,30,1
2024-11-25 00:52:30,0.03510042448712149,sleep,30,1
2024-11-25 00:53:00,0.06481263576384635,sleep,30,1
2024-11-25 00:53:30,0.038730234152478824,sleep,30,1
2024-11-25 00:54:00,0.08587203094529211,sleep,30,1
2024-11-25 00:54:30,0.04384806161787387,sleep,30,1
2024-11-25 00:55:00,0.023322718365563867,sleep,30,1
2024-11-25 00:55:30,0.07069219981430655,sleep,30,1
2024-11-25 00:56:00,0.0428003214983311,sleep,30,1
