timestamp,motion_g,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,0.05833888722253451,sleep,30,1
2024-11-25 00:00:30,0.07205102171582624,sleep,30,1
2024-11-25 00:01:00,0.06541251853573653,sleep,30,1
2024-11-25 00:01:30,0.06417897901786476,sleep,30,1
2024-11-25 00:02:00,0.08458062328796154,sleep,30,1
2024-11-25 00:02:30,0.0787366949496929,sleep,30,1
2024-11-25 00:03:00,0.037835085589108516,sleep,30,1
2024-11-25 00:03:30,0.052560392099667536,sleep,30,1
2024-11-25 00:04:00,0.07108279549669808,sleep,30,1
2024-11-25 00:04:30,0.0562903521496906,sleep,30,1
2024-11-25 00:05:00,0.050320850841669894,sleep,30,1
2024-11-25 00:05:30,0.04519107189749181,sleep,30,1
2024-11-25 00:06:00,0.007889409562912064,sleep,30,1
2024-11-25 00:06:30,0.05800577959118952,sleep,30,1
2024-11-25 00:07:00,0.06572453315019118,sleep,30,1
2024-11-25 00:07:30,0.048392526700220435,sleep,30,1
2024-11-25 00:08:00,0.04368456794436263,sleep,30,1
2024-11-25 00:08:30,0.02631588847540574,sleep,30,1
2024-11-25 00:09:00,0.05730833567915929,sleep,30,1
2024-11-25 00:09:30,0.04996110280983827,sleep,30,1
2024-11-25 00:10:00,0.045766444169963644,sleep,30,1
2024-11-25 00:10:30,0.06528684457345289,sleep,30,1
2024-11-25 00:11:00,0.07553862159885792,sleep,30,1
2024-11-25 00:11:30,0.05196276388207108,sleep,30,1
2024-11-25 00:12:00,0.0726069516177011,sleep,30,1
2024-11-25 00:12:30,0.06088924865963032,sleep,30,1
2024-11-25 00:13:00,0.03355415613084925,sleep,30,1
2024-11-25 00:13:30,0.06273950306194234,sleep,30,1
2024-11-25 00:14:00,0.05045411532569042,sleep,30,1
2024-11-25 00:14:30,0.053665705733265796,sleep,30,1
2024-11-25 00:15:00,0.08839004988877348,sleep,30,1
2024-11-25 00:15:30,0.0780211973789402,sleep,30,1
2024-11-25 00:16:00,0.02789274378327501,sleep,30,1
2024-11-25 00:16:30,0.06196571959239122,sleep,30,1
2024-11-25 00:17:00,0.03270487558285201,sleep,30,1
2024-11-25 00:17:30,0.03000305621094478,sleep,30,1
2024-11-25 00:18:00,0.011344091330387017,sleep,30,1
2024-11-25 00:18:30,0.06007407415946162,sleep,30,1
2024-11-25 00:19:00,0.10159809274989667,sleep,30,1
2024-11-25 00:19:30,0.02164874434980283,sleep,30,1
2024-11-25 00:20:00,0.049682843113930945,sleep,30,1
2024-11-25 00:20:30,0.03891793489152064,sleep,30,1
2024-11-25 00:21:00,0.0499950611694395,sleep,30,1
2024-11-25 00:21:30,0.07605034649621852,sleep,30,1
2024-11-25 00:22:00,0.034182680840334545,sleep,30,1
2024-11-25 00:22:30,0.056435366499344775,sleep,30,1
2024-11-25 00:23:00,0.056666056888153044,sleep,30,1
2024-11-25 00:23:30,0.07024402778573748,sleep,30,1
2024-11-25 00:24:00,0.03274096800855039,sleep,30,1
2024-11-25 00:24:30,0.08024711600757846,sleep,30,1
2024-11-25 00:25:00,0.07836453542832088,sleep,30,1
2024-11-25 00:25:30,0.05393258537189105,sleep,30,1
2024-11-25 00:26:00,0.06376385150726308,sleep,30,1
2024-11-25 00:26:30,0.04411113388529135,sleep,30,1
2024-11-25 00:27:00,0.040609148254679026,sleep,30,1
2024-11-25 00:27:30,0.033410620668902255,sleep,30,1
2024-11-25 00:28:00,0.03931303452912975,sleep,30,1
2024-11-25 00:28:30,0.05778057223381663,sleep,30,1
2024-11-25 00:29:00,0.044785607300703946,sleep,30,1
2024-11-25 00:29:30,0.06581773357470445,sleep,30,1
2024-11-25 00:30:00,0.06509895238559225,sleep,30,1
2024-11-25 00:30:30,0.04787418434369636,sleep,30,1
2024-11-25 00:31:00,0.0592841036472916,sleep,30,1
2024-11-25 00:31:30,0.08573052239896711,sleep,30,1
2024-11-25 00:32:00,0.04538318994284464,sleep,30,1
2024-11-25 00:32:30,0.0428820840288788,sleep,30,1
2024-11-25 00:33:00,0.10305048629220664,sleep,30,1
