timestamp,heart_rate_bpm,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,64.0,sleep,300,1
2024-11-25 00:05:00,65.93626288249264,sleep,300,1
2024-11-25 00:10:00,63.0948815055459,sleep,300,1
2024-11-25 00:15:00,62.61724528470286,sleep,300,1
2024-11-25 00:20:00,64.76159690001403,sleep,300,1
2024-11-25 00:25:00,64.84367962695623,sleep,300,1
2024-11-25 00:30:00,66.34737038296427,sleep,300,1
2024-11-25 00:35:00,66.37961641135054,sleep,300,1
2024-11-25 00:40:00,63.55008856923503,sleep,300,1
2024-11-25 00:45:00,64.17606973796396,sleep,300,1
2024-11-25 00:50:00,63.34907075941767,sleep,300,1
2024-11-25 00:55:00,65.6866961921461,sleep,300,1
2024-11-25 01:00:00,62.26520024227125,sleep,300,1
2024-11-25 01:05:00,65.58418663378323,sleep,300,1
2024-11-25 01:10:00,62.91078940458321,sleep,300,1
2024-11-25 01:15:00,62.32546545158956,sleep,300,1
2024-11-25 01:22:00,64.0,sleep,300,1
2024-11-25 01:27:00,63.9414402052975,sleep,300,1
2024-11-25 01:32:00,65.08585859651,sleep,300,1
2024-11-25 01:37:00,66.48522167325359,sleep,300,1
2024-11-25 01:42:00,65.98610235916209,sleep,300,1
2024-11-25 01:47:00,66.63095371018348,sleep,300,1
2024-11-25 01:52:00,64.0,sleep,300,1
2024-11-25 01:57:00,62.705775929413484,sleep,300,1
2024-11-25 02:02:00,60.59302636593376,sleep,300,1
2024-11-25 02:07:00,60.074286410076354,sleep,300,1
2024-11-25 02:12:00,57.94732811252765,sleep,300,1
2024-11-25 02:17:00,57.57809543623094,sleep,300,1
2024-11-25 02:22:00,59.81378943527456,sleep,300,1
2024-11-25 02:27:00,62.965350042751076,sleep,300,1
2024-11-25 02:32:00,61.669172402286094,sleep,300,1
2024-11-25 02:37:00,63.2680084264598,sleep,300,1
2024-11-25 02:42:00,66.53961182979099,sleep,300,1
2024-11-25 02:47:00,64.0,sleep,300,1
2024-11-25 02:52:00,61.505790132664536,sleep,300,1
2024-11-25 02:57:00,63.2063644257747,sleep,300,1
2024-11-25 03:02:00,66.0919232012366,sleep,300,1
2024-11-25 03:07:00,66.20346850640246,sleep,300,1
2024-11-25 03:12:00,65.89058307508941,sleep,300,1
2024-11-25 03:17:00,67.56618434015864,sleep,300,1
2024-11-25 03:22:00,66.98242540202077,sleep,300,1
2024-11-25 03:27:00,66.39642274796762,sleep,300,1
2024-11-25 03:32:00,64.58584304077675,sleep,300,1
2024-11-25 03:37:00,65.38464439240174,sleep,300,1
2024-11-25 03:43:00,64.0,sleep,300,1
2024-11-25 03:48:00,60.33655404169406,sleep,300,1
2024-11-25 03:53:00,60.16833315438206,sleep,300,1
2024-11-25 03:58:00,58.75107588856766,sleep,300,1
2024-11-25 04:03:00,57.381310302587224,sleep,300,1
2024-11-25 04:08:00,62.41849671360217,sleep,300,1
2024-11-25 04:13:00,63.88091509605865,sleep,300,1
2024-11-25 04:18:00,63.82237430334406,sleep,300,1
2024-11-25 04:23:00,64.30562724088767,sleep,300,1
2024-11-25 04:28:00,63.21975546372895,sleep,300,1
2024-11-25 04:33:00,65.31209935589224,sleep,300,1
2024-11-25 04:38:00,64.70016887889359,sleep,300,1
2024-11-25 04:43:00,62.35865955171539,sleep,300,1
2024-11-25 04:48:00,64.0,sleep,300,1
2024-11-25 04:53:00,67.49556477161407,sleep,300,1
2024-11-25 04:58:00,67.00811712060421,sleep,300,1
2024-11-25 05:03:00,65.71571296916038,sleep,300,1
2024-11-25 05:08:00,68.38298949020714,sleep,300,1
2024-11-25 05:13:00,69.59982106288622,sleep,300,1
2024-11-25 05:18:00,69.62812370505554,sleep,300,1
2024-11-25 05:23:00,72.9618319563444,sleep,300,1
2024-11-25 05:28:00,73.20623913032121,sleep,300,1
2024-11-25 05:33:00,71.237181576721,sleep,300,1
2024-11-25 05:38:00,70.87684455324244,sleep,300,1
