timestamp,respiratory_rate_bpm,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,15.0,sleep,300,1
2024-11-25 00:05:00,15.396014901191784,sleep,300,1
2024-11-25 00:10:00,16.032575886908273,sleep,300,1
2024-11-25 00:15:00,15.971185924893911,sleep,300,1
2024-11-25 00:20:00,15.991315572786458,sleep,300,1
2024-11-25 00:25:00,16.487176784864776,sleep,300,1
2024-11-25 00:30:00,17.168705301949934,sleep,300,1
2024-11-25 00:35:00,16.466119981807406,sleep,300,1
2024-11-25 00:40:00,15.432476576486179,sleep,300,1
2024-11-25 00:45:00,15.540631622437665,sleep,300,1
2024-11-25 00:50:00,16.013670108764874,sleep,300,1
2024-11-25 00:55:00,15.875753176541089,sleep,300,1
2024-11-25 01:00:00,16.411741388551835,sleep,300,1
2024-11-25 01:05:00,16.933153960747553,sleep,300,1
2024-11-25 01:10:00,17.878245545031906,sleep,300,1
2024-11-25 01:15:00,17.91588088258639,sleep,300,1
2024-11-25 01:22:00,15.0,sleep,300,1
2024-11-25 01:27:00,15.730270056424988,sleep,300,1
2024-11-25 01:32:00,15.916187873185448,sleep,300,1
2024-11-25 01:37:00,15.984223851058038,sleep,300,1
2024-11-25 01:42:00,15.82778072451447,sleep,300,1
2024-11-25 01:47:00,15.668224788225512,sleep,300,1
2024-11-25 01:52:00,15.0,sleep,300,1
2024-11-25 01:57:00,15.563829454674002,sleep,300,1
2024-11-25 02:02:00,16.047112756467406,sleep,300,1
2024-11-25 02:07:00,15.794474583457228,sleep,300,1
2024-11-25 02:12:00,15.46635809686123,sleep,300,1
2024-11-25 02:17:00,16.424108665878855,sleep,300,1
2024-11-25 02:22:00,15.784417521439728,sleep,300,1
2024-11-25 02:27:00,15.391428337752332,sleep,300,1
2024-11-25 02:32:00,15.534091907175897,sleep,300,1
2024-11-25 02:37:00,16.073155108525985,sleep,300,1
2024-11-25 02:42:00,15.826730334026749,sleep,300,1
2024-11-25 02:47:00,15.0,sleep,300,1
2024-11-25 02:52:00,14.772007124229166,sleep,300,1
