timestamp,motion_g,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,0.03911929561253009,sleep,30,1
2024-11-25 00:00:30,0.04594405987542643,sleep,30,1
2024-11-25 00:01:00,0.026173985363507096,sleep,30,1
2024-11-25 00:01:30,0.05459849632354947,sleep,30,1
2024-11-25 00:02:00,0.01767293595885116,sleep,30,1
2024-11-25 00:02:30,0.0321371277419074,sleep,30,1
2024-11-25 00:03:00,0.06508603179041389,sleep,30,1
2024-11-25 00:03:30,0.08535173622802383,sleep,30,1
2024-11-25 00:04:00,0.07476686611468933,sleep,30,1
2024-11-25 00:04:30,0.04334234764951385,sleep,30,1
2024-11-25 00:05:00,0.0657643332024321,sleep,30,1
2024-11-25 00:05:30,0.053752729215810605,sleep,30,1
2024-11-25 00:06:00,0.04607870691804401,sleep,30,1
2024-11-25 00:06:30,0.037914452544088185,sleep,30,1
2024-11-25 00:07:00,0.007498619924951787,sleep,30,1
2024-11-25 00:07:30,0.03482292258592885,sleep,30,1
2024-11-25 00:08:00,0.0703020575784275,sleep,30,1
2024-11-25 00:08:30,0.03961379436495083,sleep,30,1
2024-11-25 00:09:00,0.0559565539818079,sleep,30,1
2024-11-25 00:09:30,0.024531374764374933,sleep,30,1
2024-11-25 00:10:00,0.041126863237459996,sleep,30,1
2024-11-25 00:10:30,0.04736534064612517,sleep,30,1
2024-11-25 00:11:00,0.09512937176366834,sleep,30,1
2024-11-25 00:11:30,0.059513239938430315,sleep,30,1
2024-11-25 00:12:00,0.032711701419009385,sleep,30,1
2024-11-25 00:12:30,0.07722620619153003,sleep,30,1
2024-11-25 00:13:00,0.07739266686421999,sleep,30,1
2024-11-25 00:13:30,0.10032586954319339,sleep,30,1
2024-11-25 00:14:00,0.03749843922612477,sleep,30,1
2024-11-25 00:14:30,0.05795525894342649,sleep,30,1
2024-11-25 00:15:00,0.0178345925220805,sleep,30,1
2024-11-25 00:15:30,0.05920820120076729,sleep,30,1
2024-11-25 00:16:00,0.06809443670164003,sleep,30,1
2024-11-25 00:16:30,0.04780700144775306,sleep,30,1
2024-11-25 00:17:00,0.001558141223825145,sleep,30,1
2024-11-25 00:17:30,0.06803057946323554,sleep,30,1
2024-11-25 00:18:00,0.013116825836057291,sleep,30,1
2024-11-25 00:18:30,0.01266740554609471,sleep,30,1
