timestamp,respiratory_rate_bpm,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,13.0,sleep,300,1
2024-11-25 00:05:00,13.51419120890096,sleep,300,1
2024-11-25 00:10:00,13.283604822619195,sleep,300,1
2024-11-25 00:15:00,13.224310925221282,sleep,300,1
2024-11-25 00:20:00,13.103501407143506,sleep,300,1
2024-11-25 00:25:00,12.880319516197426,sleep,300,1
2024-11-25 00:30:00,12.929221396214365,sleep,300,1
2024-11-25 00:35:00,13.188078773223703,sleep,300,1
2024-11-25 00:41:00,13.0,sleep,300,1
2024-11-25 00:46:00,12.93520219040555,sleep,300,1
2024-11-25 00:51:00,13.442526477341538,sleep,300,1
2024-11-25 00:56:00,13.715623406007424,sleep,300,1
2024-11-25 01:01:00,13.749031205343066,sleep,300,1
2024-11-25 01:06:00,14.393078584009283,sleep,300,1
2024-11-25 01:11:00,14.180340691619156,sleep,300,1
2024-11-25 01:16:00,13.775544606598285,sleep,300,1
2024-11-25 01:21:00,13.886052059237658,sleep,300,1
2024-11-25 01:26:00,14.109645111276464,sleep,300,1
2024-11-25 01:31:00,14.805111394549376,sleep,300,1
2024-11-25 01:37:00,13.0,sleep,300,1
2024-11-25 01:42:00,12.965702331935901,sleep,300,1
2024-11-25 01:47:00,12.001351101366048,sleep,300,1
2024-11-25 01:52:00,11.784939276992308,sleep,300,1
2024-11-25 01:57:00,11.536533324627342,sleep,300,1
2024-11-25 02:02:00,11.716231222032418,sleep,300,1
2024-11-25 02:07:00,11.47565378776334,sleep,300,1
2024-11-25 02:12:00,11.585141303103612,sleep,300,1
2024-11-25 02:17:00,11.378409725633551,sleep,300,1
2024-11-25 02:22:00,12.69268535032624,sleep,300,1
2024-11-25 02:27:00,12.566541852257116,sleep,300,1
2024-11-25 02:32:00,12.603845742527021,sleep,300,1
2024-11-25 02:37:00,14.004428585631992,sleep,300,1
2024-11-25 02:46:00,13.0,sleep,300,1
2024-11-25 02:51:00,13.23563409648447,sleep,300,1
2024-11-25 02:56:00,13.26524225560571,sleep,300,1
2024-11-25 03:01:00,13.751969598643969,sleep,300,1
2024-11-25 03:06:00,13.735793723430332,sleep,300,1
2024-11-25 03:11:00,14.474832439236318,sleep,300,1
2024-11-25 03:16:00,14.684679339796766,sleep,300,1
2024-11-25 03:25:00,13.0,sleep,300,1
2024-11-25 03:30:00,12.781815440591654,sleep,300,1
2024-11-25 03:35:00,12.097288457970404,sleep,300,1
2024-11-25 03:40:00,12.429676904430298,sleep,300,1
2024-11-25 03:45:00,13.502732749140225,sleep,300,1
2024-11-25 03:50:00,14.09602298012623,sleep,300,1
2024-11-25 03:55:00,13.878116066388365,sleep,300,1
2024-11-25 04:00:00,13.703560448230595,sleep,300,1
2024-11-25 04:05:00,13.723379347867096,sleep,300,1
2024-11-25 04:10:00,14.330666463300263,sleep,300,1
