timestamp,hrv_rmssd_ms,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,41.6,sleep,300,1
2024-11-25 00:05:00,49.42399221777996,sleep,300,1
2024-11-25 00:10:00,51.200417588509396,sleep,300,1
2024-11-25 00:15:00,49.05160125092371,sleep,300,1
2024-11-25 00:20:00,52.28832770968001,sleep,300,1
2024-11-25 00:25:00,51.79327869949558,sleep,300,1
2024-11-25 00:30:00,47.99987416127226,sleep,300,1
2024-11-25 00:35:00,52.588856893185216,sleep,300,1
2024-11-25 00:41:00,41.6,sleep,300,1
2024-11-25 00:46:00,41.69965733520672,sleep,300,1
2024-11-25 00:51:00,41.58544445351592,sleep,300,1
2024-11-25 00:56:00,44.69539972218526,sleep,300,1
2024-11-25 01:01:00,45.55560327792217,sleep,300,1
2024-11-25 01:06:00,45.51910803859325,sleep,300,1
2024-11-25 01:11:00,164.0,sleep,300,0
2024-11-25 01:16:00,49.59781171238061,sleep,300,1
2024-11-25 01:21:00,49.997845122433915,sleep,300,1
2024-11-25 01:26:00,47.809063738626975,sleep,300,1
2024-11-25 01:31:00,46.0650942082098,sleep,300,1
2024-11-25 01:37:00,41.6,sleep,300,1
2024-11-25 01:42:00,42.26987982083203,sleep,300,1
2024-11-25 01:47:00,42.78854188305277,sleep,300,1
2024-11-25 01:52:00,39.444652652348594,sleep,300,1
2024-11-25 01:57:00,34.52742856284625,sleep,300,1
2024-11-25 02:02:00,30.86676948256411,sleep,300,1
2024-11-25 02:07:00,35.022352019346265,sleep,300,1
2024-11-25 02:12:00,34.35514937200898,sleep,300,1
2024-11-25 02:17:00,31.338861342367007,sleep,300,1
2024-11-25 02:22:00,32.637328461753526,sleep,300,1
2024-11-25 02:27:00,37.319690616710695,sleep,300,1
2024-11-25 02:32:00,31.64578381280772,sleep,300,1
2024-11-25 02:37:00,35.365675071585024,sleep,300,1
2024-11-25 02:46:00,41.6,sleep,300,1
2024-11-25 02:51:00,40.93293739210645,sleep,300,1
2024-11-25 02:56:00,45.05092318023419,sleep,300,1
2024-11-25 03:01:00,49.02455120431493,sleep,300,1
2024-11-25 03:06:00,46.12891403119636,sleep,300,1
2024-11-25 03:11:00,55.64264383861068,sleep,300,1
2024-11-25 03:16:00,55.4460269365256,sleep,300,1
2024-11-25 03:25:00,41.6,sleep,300,1
2024-11-25 03:30:00,37.29914460408272,sleep,300,1
2024-11-25 03:35:00,28.62122417177314,sleep,300,1
2024-11-25 03:40:00,32.80590627674128,sleep,300,1
2024-11-25 03:45:00,24.88923404272146,sleep,300,1
2024-11-25 03:50:00,13.933538129452849,sleep,300,1
2024-11-25 03:55:00,21.68766158439177,sleep,300,1
2024-11-25 04:00:00,31.26362218080279,sleep,300,1
2024-11-25 04:05:00,35.513711121017614,sleep,300,1
2024-11-25 04:10:00,34.45109268299814,sleep,300,1
2024-11-25 04:15:00,28.491657199493783,sleep,300,1
2024-11-25 04:20:00,29.42849557103667,sleep,300,1
2024-11-25 04:25:00,33.63355048524164,sleep,300,1
2024-11-25 04:34:00,41.6,sleep,300,1
2024-11-25 04:39:00,41.5832549308477,sleep,300,1
2024-11-25 04:44:00,37.57172084430235,sleep,300,1
2024-11-25 04:49:00,34.26204240330887,sleep,300,1
2024-11-25 04:54:00,35.97555653842102,sleep,300,1
2024-11-25 04:59:00,39.39481817264137,sleep,300,1
2024-11-25 05:04:00,34.04412198006218,sleep,300,1
2024-11-25 05:09:00,41.239846888018,sleep,300,1
2024-11-25 05:14:00,37.98750659996031,sleep,300,1
2024-11-25 05:19:00,36.63869116959588,sleep,300,1
2024-11-25 05:24:00,35.824317885562884,sleep,300,1
2024-11-25 05:29:00,36.33957622953293,sleep,300,1
2024-11-25 05:34:00,38.34587278239876,sleep,300,1
2024-11-25 05:39:00,41.62018781425188,sleep,300,1
2024-11-25 05:44:00,38.626188359698105,sleep,300,1
2024-11-25 05:52:00,41.6,sleep,300,1
