timestamp,glucose_mg_dl,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,98.0,sleep,300,1
2024-11-25 00:05:00,96.10440724204825,sleep,300,1
2024-11-25 00:10:00,97.16620220685151,sleep,300,1
2024-11-25 00:15:00,99.72099683111463,sleep,300,1
2024-11-25 00:20:00,101.68659319950747,sleep,300,1
2024-11-25 00:25:00,102.36757419113916,sleep,300,1
2024-11-25 00:30:00,109.24630440061551,sleep,300,1
2024-11-25 00:35:00,108.49548889044055,sleep,300,1
2024-11-25 00:40:00,106.68409524678871,sleep,300,1
2024-11-25 00:45:00,105.46606516557038,sleep,300,1
2024-11-25 00:50:00,101.8706510401163,sleep,300,1
2024-11-25 00:55:00,104.96208523380798,sleep,300,1
2024-11-25 01:00:00,101.57848443909921,sleep,300,1
2024-11-25 01:05:00,98.42893018388925,sleep,300,1
2024-11-25 01:10:00,104.83080568820988,sleep,300,1
2024-11-25 01:15:00,101.63077470444455,sleep,300,1
2024-11-25 01:20:00,97.85308488737697,sleep,300,1
2024-11-25 01:25:00,96.24705809176427,sleep,300,1
2024-11-25 01:30:00,93.63808553695083,sleep,300,1
2024-11-25 01:35:00,99.83611245241947,sleep,300,1
2024-11-25 01:40:00,99.27691034848716,sleep,300,1
2024-11-25 01:45:00,97.6085136422248,sleep,300,1
2024-11-25 01:50:00,92.9485033855075,sleep,300,1
2024-11-25 01:55:00,90.78981293355477,sleep,300,1
2024-11-25 02:00:00,90.24249084247822,sleep,300,1
2024-11-25 02:05:00,90.6056717256903,sleep,300,1
2024-11-25 02:10:00,90.42899815214052,sleep,300,1
2024-11-25 02:15:00,90.95079266592288,sleep,300,1
2024-11-25 02:20:00,95.1646561101575,sleep,300,1
2024-11-25 02:25:00,97.70269308505387,sleep,300,1
2024-11-25 02:30:00,100.38979668394273,sleep,300,1
2024-11-25 02:35:00,98.7599816319606,sleep,300,1
2024-11-25 02:40:00,101.6397285217598,sleep,300,1
2024-11-25 02:45:00,,sleep,300,0
2024-11-25 02:50:00,104.84609610136387,sleep,300,1
2024-11-25 02:55:00,101.1296908168943,sleep,300,1
2024-11-25 03:00:00,99.08073479222463,sleep,300,1
2024-11-25 03:05:00,102.00041861439567,sleep,300,1
2024-11-25 03:10:00,108.73773358238807,sleep,300,1
2024-11-25 03:15:00,102.12976842475742,sleep,300,1
2024-11-25 03:20:00,104.17198248952911,sleep,300,1
2024-11-25 03:25:00,108.73681768394121,sleep,300,1
2024-11-25 03:30:00,114.67141421739542,sleep,300,1
2024-11-25 03:35:00,116.02078970729598,sleep,300,1
2024-11-25 03:40:00,116.80510603261693,sleep,300,1
2024-11-25 03:45:00,115.25303162662435,sleep,300,1
2024-11-25 03:50:00,117.14315493865686,sleep,300,1
2024-11-25 03:55:00,115.60051182905363,sleep,300,1
2024-11-25 04:00:00,113.55648712578126,sleep,300,1
2024-11-25 04:05:00,108.21003586060418,sleep,300,1
2024-11-25 04:10:00,109.44942724486677,sleep,300,1
2024-11-25 04:15:00,107.62477890462257,sleep,300,1
2024-11-25 04:20:00,105.52145486099103,sleep,300,1
2024-11-25 04:25:00,109.97307375521892,sleep,300,1
2024-11-25 04:30:00,102.56021011509897,sleep,300,1
2024-11-25 04:35:00,96.10952349730029,sleep,300,1
2024-11-25 04:40:00,97.3849449363126,sleep,300,1
2024-11-25 04:45:00,99.59050458765023,sleep,300,1
2024-11-25 04:50:00,96.892862361747,sleep,300,1
2024-11-25 04:55:00,101.26323933190776,sleep,300,1
2024-11-25 05:00:00,112.99860406925623,sleep,300,1
2024-11-25 05:05:00,112.20929131937288,sleep,300,1
2024-11-25 05:10:00,110.58275427022866,sleep,300,1
2024-11-25 05:15:00,115.23628954760319,sleep,300,1
2024-11-25 05:20:00,106.65772112356395,sleep,300,1
2024-11-25 05:25:00,101.89920121130422,sleep,300,1
2024-11-25 05:30:00,100.33920747440254,sleep,300,1
2024-11-25 05:35:00,103.1165225727928,sleep,300,1
2024-11-25 05:40:00,106.62267586454541,sleep,300,1
2024-11-25 05:45:00,105.08394826288244,sleep,300,1
2024-11-25 05:50:00,104.00090449655006,sleep,300,1
2024-11-25 05:55:00,102.60853362194318,sleep,300,1
2024-11-25 06:00:00,109.30562385716854,sleep,300,1
2024-11-25 06:05:00,112.80000362886959,sleep,300,1
2024-11-25 06:10:00,117.28076823386276,sleep,300,1
2024-11-25 06:15:00,115.5614526831993,sleep,300,1
2024-11-25 06:20:00,113.58397056660993,sleep,300,1
2024-11-25 06:25:00,113.19460162543969,sleep,300,1
2024-11-25 06:30:00,121.58995290909017,sleep,300,1
2024-11-25 06:35:00,125.13823006451133,sleep,300,1
2024-11-25 06:40:00,131.53821295437766,sleep,300,1
2024-11-25 06:45:00,127.22390551566365,sleep_transition,300,1
2024-11-25 06:50:00,133.10842478108518,sleep_transition,300,1
2024-11-25 06:55:00,135.45858965681043,sleep_transition,300,1
2024-11-25 07:00:00,134.21040636360217,sleep_transition,300,1
2024-11-25 07:05:00,128.09226473683148,sleep_transition,300,1
2024-11-25 07:10:00,130.17867678235933,sleep_transition,300,1
2024-11-25 07:15:00,128.2912743288438,resting_awake,300,1
2024-11-25 07:20:00,122.43528513375698,resting_awake,300,1
2024-11-25 07:25:00,126.83674711966299,resting_awake,300,1
2024-11-25 07:30:00,122.83420303015578,resting_awake,300,1
2024-11-25 07:35:00,117.16352202202181,resting_awake,300,1
2024-11-25 07:40:00,110.43389421517665,resting_awake,300,1
2024-11-25 07:45:00,106.62825660100818,active_high,300,1
2024-11-25 07:50:00,104.34487595489492,active_high,300,1
2024-11-25 07:55:00,97.97221765893045,active_high,300,1
2024-11-25 08:00:00,100.58965103876534,active_high,300,1
2024-11-25 08:05:00,89.07637352573818,active_high,300,1
2024-11-25 08:10:00,91.02300752560402,active_high,300,1
2024-11-25 08:15:00,83.27257443117925,active_high,300,1
2024-11-25 08:20:00,87.49929755097783,active_high,300,1
2024-11-25 08:25:00,86.1197871452373,active_high,300,1
2024-11-25 08:30:00,86.19200744534409,post_meal,300,1
2024-11-25 08:35:00,86.52968743583482,post_meal,300,1
2024-11-25 08:40:00,87.94199737561836,post_meal,300,1
2024-11-25 08:45:00,89.78287420181498,post_meal,300,1
2024-11-25 08:50:00,91.49404968343589,post_meal,300,1
2024-11-25 08:55:00,92.59928416502545,post_meal,300,1
2024-11-25 09:00:00,94.11140359907932,post_meal,300,1
2024-11-25 09:05:00,96.44705559361873,post_meal,300,1
2024-11-25 09:10:00,96.7192950398477,post_meal,300,1
2024-11-25 09:15:00,99.09879666783085,active_low,300,1
2024-11-25 09:20:00,101.09752607621138,active_low,300,1
2024-11-25 09:25:00,101.04311743451485,active_low,300,1
2024-11-25 09:30:00,101.47259223472037,stress_event,300,1
2024-11-25 09:35:00,102.49125463181197,stress_event,300,1
2024-11-25 09:40:00,102.231729112677,stress_event,300,1
2024-11-25 09:45:00,102.89423620039103,stress_event,300,1
2024-11-25 09:50:00,101.68064901896078,active_low,300,1
2024-11-25 09:55:00,103.56186476892957,active_low,300,1
2024-11-25 10:00:00,104.90043090751463,active_low,300,1
2024-11-25 10:05:00,106.84871138581703,active_low,300,1
2024-11-25 10:10:00,106.72502689347965,active_low,300,1
2024-11-25 10:15:00,109.44648454000097,active_low,300,1
2024-11-25 10:20:00,109.43739285732858,resting_awake,300,1
2024-11-25 10:25:00,108.03837697523139,resting_awake,300,1
2024-11-25 10:30:00,106.14698126606584,resting_awake,300,1
2024-11-25 10:35:00,109.19293307026932,resting_awake,300,1
2024-11-25 10:40:00,105.45278656903645,resting_awake,300,1
2024-11-25 10:45:00,108.12245792768293,resting_awake,300,1
2024-11-25 10:50:00,102.52956305152631,resting_awake,300,1
2024-11-25 10:55:00,99.33857966274402,resting_awake,300,1
2024-11-25 11:00:00,97.7144246454389,resting_awake,300,1
2024-11-25 11:05:00,93.63017918621478,resting_awake,300,1
2024-11-25 11:10:00,94.98393298194243,resting_awake,300,1
2024-11-25 11:15:00,90.6091257320187,resting_awake,300,1
2024-11-25 11:20:00,87.18692000938134,resting_awake,300,1
2024-11-25 11:25:00,86.62651996610312,resting_awake,300,1
2024-11-25 11:30:00,88.56641497754931,resting_awake,300,1
2024-11-25 11:35:00,89.93476161770451,resting_awake,300,1
2024-11-25 11:40:00,90.71837583927689,resting_awake,300,1
2024-11-25 11:45:00,92.53713630989687,resting_awake,300,1
2024-11-25 11:50:00,91.56209534984262,resting_awake,300,1
2024-11-25 11:55:00,91.02220187656998,resting_awake,300,1
2024-11-25 12:00:00,89.0226670545629,resting_awake,300,1
2024-11-25 12:05:00,85.37583010666893,resting_awake,300,1
2024-11-25 12:10:00,83.05476847013018,resting_awake,300,1
2024-11-25 12:15:00,86.19977984199166,resting_awake,300,1
2024-11-25 12:20:00,77.35876640954447,resting_awake,300,1
2024-11-25 12:25:00,75.9981303120307,resting_awake,300,1
2024-11-25 12:30:00,74.701730789635,resting_awake,300,1
2024-11-25 12:35:00,71.40272591878481,resting_awake,300,1
2024-11-25 12:40:00,70.90572555234635,resting_awake,300,1
