timestamp,respiratory_rate_bpm,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,16.0,sleep,300,1
2024-11-25 00:05:00,16.134221356567974,sleep,300,1
2024-11-25 00:10:00,16.35845492374799,sleep,300,1
2024-11-25 00:15:00,16.082469630600173,sleep,300,1
2024-11-25 00:20:00,16.03325222413846,sleep,300,1
2024-11-25 00:25:00,16.465881197018188,sleep,300,1
2024-11-25 00:30:00,16.231447558233114,sleep,300,1
2024-11-25 00:35:00,17.104807124116817,sleep,300,1
2024-11-25 00:40:00,16.0,sleep,300,1
2024-11-25 00:45:00,15.860365564223006,sleep,300,1
2024-11-25 00:50:00,15.254125994226374,sleep,300,1
2024-11-25 00:55:00,15.751007675411511,sleep,300,1
2024-11-25 01:00:00,15.71870007419004,sleep,300,1
2024-11-25 01:05:00,15.51861589638371,sleep,300,1
2024-11-25 01:10:00,16.127464671427088,sleep,300,1
2024-11-25 01:15:00,16.038438840038094,sleep,300,1
2024-11-25 01:20:00,15.927617083992986,sleep,300,1
2024-11-25 01:25:00,15.547756099610458,sleep,300,1
2024-11-25 01:30:00,15.803542734850724,sleep,300,1
2024-11-25 01:35:00,16.078723780890765,sleep,300,1
2024-11-25 01:40:00,16.547882457343075,sleep,300,1
2024-11-25 01:45:00,16.35887352645119,sleep,300,1
2024-11-25 01:54:00,16.0,sleep,300,1
2024-11-25 01:59:00,16.821504134681888,sleep,300,1
2024-11-25 02:04:00,17.090831127912118,sleep,300,1
2024-11-25 02:09:00,16.185037196510905,sleep,300,1
2024-11-25 02:14:00,15.681692658856985,sleep,300,1
2024-11-25 02:19:00,15.533722531901555,sleep,300,1
2024-11-25 02:24:00,15.523618734285892,sleep,300,1
2024-11-25 02:29:00,14.78921911032733,sleep,300,1
2024-11-25 02:34:00,14.803452782499505,sleep,300,1
2024-11-25 02:39:00,16.0,sleep,300,1
2024-11-25 02:44:00,16.37359852149112,sleep,300,1
2024-11-25 02:49:00,16.57637213200465,sleep,300,1
2024-11-25 02:54:00,16.71429760363336,sleep,300,1
2024-11-25 02:59:00,17.116140042457555,sleep,300,1
2024-11-25 03:04:00,16.700822953888682,sleep,300,1
2024-11-25 03:10:00,16.0,sleep,300,1
2024-11-25 03:15:00,15.891340621296795,sleep,300,1
2024-11-25 03:20:00,16.008877281283,sleep,300,1
2024-11-25 03:25:00,16.43461408642771,sleep,300,1
2024-11-25 03:30:00,15.959423828778188,sleep,300,1
2024-11-25 03:35:00,15.756953838084703,sleep,300,1
2024-11-25 03:40:00,16.041239570474843,sleep,300,1
2024-11-25 03:45:00,15.627366337594621,sleep,300,1
2024-11-25 03:50:00,15.44194556694424,sleep,300,1
2024-11-25 03:55:00,15.081850355510618,sleep,300,1
2024-11-25 04:00:00,15.350465930110438,sleep,300,1
2024-11-25 04:05:00,15.047133251103254,sleep,300,1
2024-11-25 04:10:00,14.657576481081023,sleep,300,1
2024-11-25 04:15:00,13.988682932166101,sleep,300,1
2024-11-25 04:20:00,13.417165159219142,sleep,300,1
2024-11-25 04:28:00,16.0,sleep,300,1
2024-11-25 04:33:00,16.295159599832015,sleep,300,1
2024-11-25 04:38:00,16.482270153211704,sleep,300,1
2024-11-25 04:43:00,16.998488100823497,sleep,300,1
2024-11-25 04:48:00,17.137276636771038,sleep,300,1
2024-11-25 04:53:00,17.276865591946137,sleep,300,1
2024-11-25 04:58:00,17.32668717042883,sleep,300,1
2024-11-25 05:03:00,16.44683008891019,sleep,300,1
2024-11-25 05:10:00,16.0,sleep,300,1
2024-11-25 05:15:00,15.225974639228127,sleep,300,1
2024-11-25 05:20:00,38.0,sleep,300,0
2024-11-25 05:25:00,15.644680415154081,sleep,300,1
2024-11-25 05:30:00,16.468202661538616,sleep,300,1
2024-11-25 05:35:00,15.923264766242813,sleep,300,1
2024-11-25 05:40:00,15.227264404243783,sleep,300,1
2024-11-25 05:47:00,16.0,sleep,300,1
2024-11-25 05:52:00,16.392322339232802,sleep,300,1
2024-11-25 05:57:00,16.960503613771227,sleep,300,1
2024-11-25 06:02:00,16.869878250754628,sleep,300,1
2024-11-25 06:07:00,17.126671077280967,sleep,300,1
2024-11-25 06:12:00,17.52276182316382,sleep,300,1
2024-11-25 06:17:00,17.656399981789683,sleep,300,1
2024-11-25 06:22:00,17.060174341123492,sleep,300,1
2024-11-25 06:27:00,17.4962237000051,sleep,300,1
2024-11-25 06:32:00,18.147492568200626,sleep,300,1
2024-11-25 06:37:00,18.235477569584045,sleep,300,1
2024-11-25 06:42:00,18.087606834280443,sleep,300,1
2024-11-25 06:47:00,18.548921372245346,sleep,300,1
2024-11-25 06:52:00,18.896659783872824,sleep,300,1
2024-11-25 06:59:00,18.0,sleep_transition,60,1
2024-11-25 07:00:00,17.8837749344008,sleep_transition,60,1
2024-11-25 07:01:00,17.64400803275953,sleep_transition,60,1
2024-11-25 07:02:00,17.638813070110732,sleep_transition,60,1
2024-11-25 07:03:00,17.795976693442434,sleep_transition,60,1
2024-11-25 07:04:00,18.168741759552166,sleep_transition,60,1
2024-11-25 07:05:00,18.11670844634136,sleep_transition,60,1
2024-11-25 07:06:00,18.057803623352687,sleep_transition,60,1
2024-11-25 07:07:00,18.211634865722992,sleep_transition,60,1
2024-11-25 07:08:00,17.49386607771969,sleep_transition,60,1
2024-11-25 07:09:00,18.0,resting_awake,900,1
2024-11-25 07:24:00,19.198645265459398,resting_awake,900,1
2024-11-25 07:42:00,18.0,resting_awake,900,1
2024-11-25 08:07:00,18.0,post_meal,600,1
2024-11-25 08:17:00,18.36211647148995,post_meal,600,1
2024-11-25 08:27:00,17.969672618605877,post_meal,600,1
2024-11-25 08:41:00,18.0,post_meal,600,1
2024-11-25 08:51:00,18.105431739512976,post_meal,600,1
2024-11-25 09:01:00,18.320599868191398,post_meal,600,1
2024-11-25 09:14:00,18.0,resting_awake,900,1
2024-11-25 09:29:00,18.56150491285145,resting_awake,900,1
2024-11-25 09:44:00,18.67082129297804,resting_awake,900,1
2024-11-25 09:59:00,18.67254402014941,resting_awake,900,1
2024-11-25 10:19:00,22.0,stress_event,60,1
2024-11-25 10:20:00,21.973435732636506,stress_event,60,1
2024-11-25 10:21:00,21.810812943549138,stress_event,60,1
2024-11-25 10:22:00,21.851047367930995,stress_event,60,1
2024-11-25 10:23:00,22.12031280326224,stress_event,60,1
2024-11-25 10:24:00,21.912387670737154,stress_event,60,1
2024-11-25 10:25:00,21.96213440507162,stress_event,60,1
2024-11-25 10:26:00,21.839482192840432,stress_event,60,1
2024-11-25 10:27:00,21.67510386370862,stress_event,60,1
2024-11-25 10:28:00,21.834708351685567,stress_event,60,1
2024-11-25 10:29:00,21.88779480747992,stress_event,60,1
2024-11-25 10:30:00,21.411931362898837,stress_event,60,1
2024-11-25 10:31:00,20.649063846774908,stress_event,60,1
2024-11-25 10:32:00,20.039496935405257,stress_event,60,1
2024-11-25 10:33:00,19.815012570426088,stress_event,60,1
2024-11-25 10:34:00,19.756589147921808,stress_event,60,1
2024-11-25 10:35:00,20.051229451436804,stress_event,60,1
2024-11-25 10:36:00,20.178242461901785,stress_event,60,1
2024-11-25 10:37:00,20.472749586922156,stress_event,60,1
2024-11-25 10:38:00,20.017361923001594,stress_event,60,1
2024-11-25 10:39:00,18.0,resting_awake,900,1
2024-11-25 10:54:00,18.111769685589937,resting_awake,900,1
2024-11-25 11:09:00,16.970413379916035,resting_awake,900,1
2024-11-25 11:24:00,16.050335469568132,resting_awake,900,1
2024-11-25 11:39:00,0.0,resting_awake,900,0
2024-11-25 11:55:00,18.0,resting_awake,900,1
2024-11-25 12:10:00,18.10114707255507,resting_awake,900,1
2024-11-25 12:25:00,17.867386131614733,resting_awake,900,1
2024-11-25 12:40:00,16.84167958616834,resting_awake,900,1
2024-11-25 13:04:00,18.0,post_meal,600,1
2024-11-25 13:14:00,18.394172379782933,post_meal,600,1
2024-11-25 13:24:00,17.475764320707125,post_meal,600,1
2024-11-25 13:34:00,18.261951410065837,post_meal,600,1
2024-11-25 13:44:00,18.095897212111847,post_meal,600,1
2024-11-25 13:54:00,18.25534373235801,post_meal,600,1
2024-11-25 14:04:00,18.42421728583351,post_meal,600,1
2024-11-25 14:14:00,19.17686143659631,post_meal,600,1
2024-11-25 14:33:00,22.0,stress_event,60,1
2024-11-25 14:34:00,22.045892192140908,stress_event,60,1
2024-11-25 14:35:00,0.0,stress_event,60,0
2024-11-25 14:36:00,21.516656994242574,stress_event,60,1
2024-11-25 14:37:00,21.802303934403824,stress_event,60,1
2024-11-25 14:38:00,21.803688518143645,stress_event,60,1
2024-11-25 14:39:00,21.438839805551634,stress_event,60,1
2024-11-25 14:40:00,21.818179801211823,stress_event,60,1
2024-11-25 14:41:00,21.990266584524136,stress_event,60,1
2024-11-25 14:42:00,22.30616454032432,stress_event,60,1
2024-11-25 14:43:00,22.223128858356255,stress_event,60,1
2024-11-25 14:44:00,22.227590426423895,stress_event,60,1
2024-11-25 14:45:00,22.17926394153578,stress_event,60,1
2024-11-25 14:46:00,18.0,resting_awake,900,1
2024-11-25 15:01:00,16.587064611234336,resting_awake,900,1
2024-11-25 15:16:00,15.221571969403186,resting_awake,900,1
2024-11-25 15:31:00,15.929191861591995,resting_awake,900,1
2024-11-25 15:57:00,18.0,resting_awake,900,1
2024-11-25 16:12:00,16.58503362468741,resting_awake,900,1
2024-11-25 16:27:00,16.30914036792822,resting_awake,900,1
2024-11-25 16:42:00,16.1746099222637,resting_awake,900,1
2024-11-25 17:07:00,26.0,active_low,120,1
2024-11-25 17:09:00,26.68852665820844,active_low,120,1
2024-11-25 17:11:00,26.06030524401726,active_low,120,1
2024-11-25 17:13:00,25.616233787717515,active_low,120,1
2024-11-25 17:15:00,26.242326397347973,active_low,120,1
2024-11-25 17:17:00,25.212409725940585,active_low,120,1
2024-11-25 17:19:00,25.903614615687438,active_low,120,1
2024-11-25 17:21:00,27.51491959005666,active_low,120,1
2024-11-25 17:23:00,27.533083454357982,active_low,120,1
2024-11-25 17:25:00,27.542373652722926,active_low,120,1
2024-11-25 17:27:00,27.37722359896489,active_low,120,1
2024-11-25 17:30:00,26.0,active_high,60,1
2024-11-25 17:31:00,26.018716026162675,active_high,60,1
2024-11-25 17:32:00,26.008853802427296,active_high,60,1
2024-11-25 17:33:00,26.07500076933194,active_high,60,1
2024-11-25 17:34:00,26.176682401440274,active_high,60,1
2024-11-25 17:35:00,25.79146849573482,active_high,60,1
2024-11-25 17:36:00,25.703216457151502,active_high,60,1
2024-11-25 17:37:00,25.628073239367318,active_high,60,1
2024-11-25 17:38:00,25.67708823509461,active_high,60,1
2024-11-25 17:39:00,25.508835314810234,active_high,60,1
2024-11-25 17:40:00,25.187618774741303,active_high,60,1
2024-11-25 17:41:00,25.360639523816683,active_high,60,1
2024-11-25 17:42:00,25.182127966959285,active_high,60,1
2024-11-25 17:43:00,25.010997621781993,active_high,60,1
2024-11-25 17:44:00,25.0234715936622,active_high,60,1
2024-11-25 17:45:00,25.190959860203975,active_high,60,1
2024-11-25 17:46:00,24.987040972644614,active_high,60,1
2024-11-25 17:47:00,24.43709108465689,active_high,60,1
2024-11-25 17:48:00,0.0,active_high,60,0
2024-11-25 17:49:00,24.758642434991962,active_high,60,1
2024-11-25 17:50:00,24.42621758538253,active_high,60,1
2024-11-25 17:51:00,24.859211962011617,active_high,60,1
2024-11-25 17:52:00,25.000003069376724,active_high,60,1
2024-11-25 17:53:00,25.50689958941908,active_high,60,1
2024-11-25 17:54:00,25.927983453825508,active_high,60,1
2024-11-25 17:55:00,25.982001648105523,active_high,60,1
2024-11-25 17:56:00,25.540056982971564,active_high,60,1
2024-11-25 17:57:00,25.470378258368246,active_high,60,1
2024-11-25 17:58:00,25.447239114715156,active_high,60,1
2024-11-25 17:59:00,26.050933518077013,active_high,60,1
2024-11-25 18:00:00,26.880210610550513,active_high,60,1
2024-11-25 18:01:00,18.0,post_exercise,30,1
2024-11-25 18:01:30,17.628905023255367,post_exercise,30,1
2024-11-25 18:02:00,17.47756381892398,post_exercise,30,1
2024-11-25 18:02:30,17.434141827801774,post_exercise,30,1
2024-11-25 18:03:00,17.434030041683254,post_exercise,30,1
2024-11-25 18:03:30,17.63734459910015,post_exercise,30,1
2024-11-25 18:04:00,17.847396064996,post_exercise,30,1
2024-11-25 18:04:30,17.689228373564863,post_exercise,30,1
2024-11-25 18:05:00,17.773530523962588,post_exercise,30,1
2024-11-25 18:05:30,17.649475651683115,post_exercise,30,1
2024-11-25 18:06:00,17.911218335270632,post_exercise,30,1
2024-11-25 18:06:30,18.053824087969172,post_exercise,30,1
2024-11-25 18:07:00,18.0830837853798,post_exercise,30,1
2024-11-25 18:07:30,18.086477426701272,post_exercise,30,1
2024-11-25 18:08:00,17.9654720546627,post_exercise,30,1
2024-11-25 18:08:30,17.621019868584064,post_exercise,30,1
2024-11-25 18:09:00,17.568083624682632,post_exercise,30,1
2024-11-25 18:09:30,17.321845873529327,post_exercise,30,1
2024-11-25 18:10:00,16.989815121017077,post_exercise,30,1
2024-11-25 18:10:30,16.912693439123988,post_exercise,30,1
2024-11-25 18:11:00,17.038541085182263,post_exercise,30,1
2024-11-25 18:11:30,17.179156484924494,post_exercise,30,1
2024-11-25 18:12:00,17.3573615456198,post_exercise,30,1
2024-11-25 18:12:30,17.063633524987804,post_exercise,30,1
2024-11-25 18:13:00,17.14567860337146,post_exercise,30,1
2024-11-25 18:13:30,17.233478159302752,post_exercise,30,1
2024-11-25 18:14:00,17.342479274837476,post_exercise,30,1
2024-11-25 18:14:30,17.163952273448448,post_exercise,30,1
2024-11-25 18:15:00,16.916992734269982,post_exercise,30,1
2024-11-25 18:15:30,17.112526586517408,post_exercise,30,1
2024-11-25 18:16:00,17.172299806472832,post_exercise,30,1
2024-11-25 18:16:30,17.283064494491878,post_exercise,30,1
2024-11-25 18:17:00,17.47836830658282,post_exercise,30,1
2024-11-25 18:17:30,17.342054916623923,post_exercise,30,1
2024-11-25 18:18:00,17.32287808068467,post_exercise,30,1
2024-11-25 18:18:30,17.470573152036984,post_exercise,30,1
2024-11-25 18:19:00,17.45035784464003,post_exercise,30,1
2024-11-25 18:19:30,17.476956326230695,post_exercise,30,1
2024-11-25 18:20:00,17.656073537791837,post_exercise,30,1
2024-11-25 18:20:30,18.08777419404144,post_exercise,30,1
2024-11-25 18:21:00,18.155633377506067,post_exercise,30,1
2024-11-25 18:21:30,18.39244370031409,post_exercise,30,1
2024-11-25 18:22:00,18.46027872020985,post_exercise,30,1
2024-11-25 18:22:30,18.667743725510316,post_exercise,30,1
