timestamp,hrv_rmssd_ms,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,23.400000000000002,sleep,300,1
2024-11-25 00:05:00,22.260934220555313,sleep,300,1
2024-11-25 00:10:00,22.17761581524401,sleep,300,1
2024-11-25 00:15:00,23.999584180016562,sleep,300,1
2024-11-25 00:20:00,24.17313131130282,sleep,300,1
2024-11-25 00:25:00,23.2458609707827,sleep,300,1
2024-11-25 00:30:00,24.153762177734645,sleep,300,1
2024-11-25 00:35:00,24.54395577117531,sleep,300,1
2024-11-25 00:40:00,23.400000000000002,sleep,300,1
2024-11-25 00:45:00,23.83000901475968,sleep,300,1
2024-11-25 00:50:00,23.936059478791726,sleep,300,1
2024-11-25 00:55:00,22.675408740984373,sleep,300,1
2024-11-25 01:00:00,21.405167368279514,sleep,300,1
2024-11-25 01:05:00,21.502498056650698,sleep,300,1
2024-11-25 01:10:00,21.79465013831683,sleep,300,1
2024-11-25 01:15:00,20.503775729079305,sleep,300,1
2024-11-25 01:20:00,20.87120146905768,sleep,300,1
2024-11-25 01:25:00,20.444325788084733,sleep,300,1
2024-11-25 01:30:00,20.96456360290536,sleep,300,1
2024-11-25 01:35:00,20.285070644203866,sleep,300,1
2024-11-25 01:40:00,19.48468414664425,sleep,300,1
2024-11-25 01:45:00,20.67786410110699,sleep,300,1
2024-11-25 01:54:00,23.400000000000002,sleep,300,1
2024-11-25 01:59:00,24.466443554359227,sleep,300,1
2024-11-25 02:04:00,25.039564522217347,sleep,300,1
2024-11-25 02:09:00,26.21825623559243,sleep,300,1
2024-11-25 02:14:00,27.298826828479292,sleep,300,1
2024-11-25 02:19:00,28.227102340963103,sleep,300,1
2024-11-25 02:24:00,29.340593448144414,sleep,300,1
2024-11-25 02:29:00,30.08763734545051,sleep,300,1
2024-11-25 02:34:00,29.603862256192535,sleep,300,1
2024-11-25 02:39:00,23.400000000000002,sleep,300,1
2024-11-25 02:44:00,23.315641008344258,sleep,300,1
2024-11-25 02:49:00,23.707429071235882,sleep,300,1
2024-11-25 02:54:00,23.893416484160888,sleep,300,1
2024-11-25 02:59:00,24.408381917912436,sleep,300,1
2024-11-25 03:04:00,25.177130367496645,sleep,300,1
2024-11-25 03:10:00,23.400000000000002,sleep,300,1
2024-11-25 03:15:00,24.140278086561263,sleep,300,1
2024-11-25 03:20:00,24.16124931258653,sleep,300,1
2024-11-25 03:25:00,23.582371756627488,sleep,300,1
2024-11-25 03:30:00,24.730996577474187,sleep,300,1
2024-11-25 03:35:00,25.161647692485133,sleep,300,1
2024-11-25 03:40:00,26.54526993048811,sleep,300,1
2024-11-25 03:45:00,26.69130111623591,sleep,300,1
2024-11-25 03:50:00,27.085839143687622,sleep,300,1
2024-11-25 03:55:00,26.92187725580339,sleep,300,1
2024-11-25 04:00:00,27.4467535545029,sleep,300,1
2024-11-25 04:05:00,26.881979988070523,sleep,300,1
2024-11-25 04:10:00,26.217071406289,sleep,300,1
2024-11-25 04:15:00,25.549040395631668,sleep,300,1
2024-11-25 04:20:00,24.447079029317567,sleep,300,1
2024-11-25 04:28:00,23.400000000000002,sleep,300,1
2024-11-25 04:33:00,24.058008383310302,sleep,300,1
2024-11-25 04:38:00,23.77586017473673,sleep,300,1
2024-11-25 04:43:00,22.719917960234557,sleep,300,1
2024-11-25 04:48:00,21.82115201329419,sleep,300,1
2024-11-25 04:53:00,20.612856946509687,sleep,300,1
2024-11-25 04:58:00,21.233404682609738,sleep,300,1
2024-11-25 05:03:00,20.485917674106624,sleep,300,1
2024-11-25 05:10:00,23.400000000000002,sleep,300,1
2024-11-25 05:15:00,24.13526034852549,sleep,300,1
2024-11-25 05:20:00,23.46086398614903,sleep,300,1
2024-11-25 05:25:00,23.21503913804316,sleep,300,1
2024-11-25 05:30:00,24.060872363830363,sleep,300,1
2024-11-25 05:35:00,23.59778573685577,sleep,300,1
2024-11-25 05:40:00,24.94475944269291,sleep,300,1
2024-11-25 05:47:00,23.400000000000002,sleep,300,1
2024-11-25 05:52:00,24.010050339876344,sleep,300,1
2024-11-25 05:57:00,24.541299724040588,sleep,300,1
2024-11-25 06:02:00,25.86897131580178,sleep,300,1
2024-11-25 06:07:00,25.264190039351405,sleep,300,1
2024-11-25 06:12:00,25.77491415929741,sleep,300,1
2024-11-25 06:17:00,25.405928362308593,sleep,300,1
