timestamp,glucose_mg_dl,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,115.0,sleep,300,1
2024-11-25 00:05:00,111.67058246835887,sleep,300,1
2024-11-25 00:10:00,107.21746021723966,sleep,300,1
2024-11-25 00:15:00,111.54044851913332,sleep,300,1
2024-11-25 00:20:00,111.60194335508798,sleep,300,1
2024-11-25 00:25:00,115.2156796840969,sleep,300,1
2024-11-25 00:30:00,109.86714132438459,sleep,300,1
2024-11-25 00:35:00,109.51431524310645,sleep,300,1
2024-11-25 00:40:00,108.1101413149495,sleep,300,1
2024-11-25 00:45:00,104.91272279142443,sleep,300,1
2024-11-25 00:50:00,110.42147531742224,sleep,300,1
2024-11-25 00:55:00,109.82938636163333,sleep,300,1
2024-11-25 01:00:00,106.11448876000964,sleep,300,1
2024-11-25 01:05:00,105.90376113379718,sleep,300,1
2024-11-25 01:10:00,99.1710363155138,sleep,300,1
2024-11-25 01:15:00,101.32330307590186,sleep,300,1
2024-11-25 01:20:00,101.08127880760021,sleep,300,1
2024-11-25 01:25:00,94.99578793947356,sleep,300,1
2024-11-25 01:30:00,101.4373089567317,sleep,300,1
2024-11-25 01:35:00,106.23758882026372,sleep,300,1
2024-11-25 01:40:00,101.89043584945536,sleep,300,1
2024-11-25 01:45:00,99.5001305030955,sleep,300,1
2024-11-25 01:50:00,105.64551589868604,sleep,300,1
2024-11-25 01:55:00,110.13286772001229,sleep,300,1
2024-11-25 02:00:00,109.11561138753004,sleep,300,1
2024-11-25 02:05:00,115.42848291517205,sleep,300,1
2024-11-25 02:10:00,111.17805486893728,sleep,300,1
2024-11-25 02:15:00,105.57440328563816,sleep,300,1
2024-11-25 02:20:00,109.7832340677264,sleep,300,1
2024-11-25 02:25:00,104.74182413958538,sleep,300,1
2024-11-25 02:30:00,106.7559630714774,sleep,300,1
2024-11-25 02:35:00,105.53498478011018,sleep,300,1
2024-11-25 02:40:00,108.86580834806841,sleep,300,1
2024-11-25 02:45:00,109.9349439534996,sleep,300,1
2024-11-25 02:50:00,105.2152761983435,sleep,300,1
2024-11-25 02:55:00,103.15740158764464,sleep,300,1
2024-11-25 03:00:00,101.14175943452457,sleep,300,1
2024-11-25 03:05:00,106.98617899216951,sleep,300,1
2024-11-25 03:10:00,104.94040158648022,sleep,300,1
2024-11-25 03:15:00,102.46135364851231,sleep,300,1
2024-11-25 03:20:00,102.18959031591339,sleep,300,1
2024-11-25 03:25:00,101.56009218164935,sleep,300,1
2024-11-25 03:30:00,99.42863381125721,sleep,300,1
2024-11-25 03:35:00,94.26969375467966,sleep,300,1
2024-11-25 03:40:00,100.44381781168393,sleep,300,1
