timestamp,motion_g,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,0.05391598670220842,sleep,30,1
2024-11-25 00:00:30,0.06446403758458333,sleep,30,1
2024-11-25 00:01:00,0.06243821405750852,sleep,30,1
2024-11-25 00:01:30,0.06861855965461333,sleep,30,1
2024-11-25 00:02:00,0.04797049176153526,sleep,30,1
2024-11-25 00:02:30,0.027912128791926463,sleep,30,1
2024-11-25 00:03:00,0.003975743131333434,sleep,30,1
2024-11-25 00:03:30,0.04684767626998978,sleep,30,1
2024-11-25 00:04:00,0.0697604663342954,sleep,30,1
2024-11-25 00:04:30,0.0014631009114891846,sleep,30,1
2024-11-25 00:05:00,0.05042067216376024,sleep,30,1
2024-11-25 00:05:30,0.05477358608864237,sleep,30,1
2024-11-25 00:06:00,0.06095433233307169,sleep,30,1
2024-11-25 00:06:30,0.03692507328981517,sleep,30,1
2024-11-25 00:07:00,0.0602549850437665,sleep,30,1
2024-11-25 00:07:30,0.05330100404964955,sleep,30,1
2024-11-25 00:08:00,0.04324282173031353,sleep,30,1
2024-11-25 00:08:30,0.054962570252059875,sleep,30,1
2024-11-25 00:09:00,0.07210534301133499,sleep,30,1
2024-11-25 00:09:30,0.06429892854174112,sleep,30,1
2024-11-25 00:10:00,0.0264114674312726,sleep,30,1
2024-11-25 00:10:30,0.041206826116856776,sleep,30,1
2024-11-25 00:11:00,0.042807303614667426,sleep,30,1
2024-11-25 00:11:30,0.05777079584728917,sleep,30,1
2024-11-25 00:12:00,0.04892766839236055,sleep,30,1
2024-11-25 00:12:30,0.052574422249886586,sleep,30,1
2024-11-25 00:13:00,0.0669800488647449,sleep,30,1
2024-11-25 00:13:30,0.05890024964478217,sleep,30,1
2024-11-25 00:14:00,0.0009248096053430382,sleep,30,1
2024-11-25 00:14:30,0.06725767855604792,sleep,30,1
2024-11-25 00:15:00,0.04173056280979798,sleep,30,1
2024-11-25 00:15:30,0.03347499605619156,sleep,30,1
2024-11-25 00:16:00,0.06169872175988012,sleep,30,1
2024-11-25 00:16:30,0.012425811534066002,sleep,30,1
2024-11-25 00:17:00,0.028076847071631963,sleep,30,1
2024-11-25 00:17:30,0.056659941175947304,sleep,30,1
2024-11-25 00:18:00,0.04946428118312692,sleep,30,1
2024-11-25 00:18:30,0.050210611443370884,sleep,30,1
2024-11-25 00:19:00,0.07091510021262167,sleep,30,1
2024-11-25 00:19:30,0.010828335376774523,sleep,30,1
2024-11-25 00:20:00,0.06853602057863206,sleep,30,1
2024-11-25 00:20:30,0.0555225560377748,sleep,30,1
2024-11-25 00:21:00,0.015133117551828744,sleep,30,1
2024-11-25 00:21:30,0.024799191588955275,sleep,30,1
2024-11-25 00:22:00,0.06312218702624182,sleep,30,1
2024-11-25 00:22:30,0.05402560689286208,sleep,30,1
2024-11-25 00:23:00,0.051792059670581654,sleep,30,1
2024-11-25 00:23:30,0.07164103653801702,sleep,30,1
2024-11-25 00:24:00,0.056912560801480945,sleep,30,1
2024-11-25 00:24:30,0.0698391451373279,sleep,30,1
2024-11-25 00:25:00,0.04458175399232597,sleep,30,1
2024-11-25 00:25:30,0.06419830755659872,sleep,30,1
2024-11-25 00:26:00,0.04459326897380809,sleep,30,1
2024-11-25 00:26:30,0.05932665871844575,sleep,30,1
2024-11-25 00:27:00,0.0497501669861714,sleep,30,1
2024-11-25 00:27:30,0.08008934009072781,sleep,30,1
2024-11-25 00:28:00,0.05389752998184539,sleep,30,1
2024-11-25 00:28:30,0.03394358234784142,sleep,30,1
2024-11-25 00:29:00,0.060922462745764766,sleep,30,1
2024-11-25 00:29:30,0.02788381341398798,sleep,30,1
2024-11-25 00:30:00,0.057548527568285955,sleep,30,1
2024-11-25 00:30:30,0.08623950920356536,sleep,30,1
2024-11-25 00:31:00,0.03681518410074855,sleep,30,1
