timestamp,heart_rate_bpm,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,60.0,sleep,300,1
2024-11-25 00:05:00,59.037266765626455,sleep,300,1
2024-11-25 00:10:00,58.86832883298165,sleep,300,1
2024-11-25 00:15:00,59.45492120263221,sleep,300,1
2024-11-25 00:20:00,60.05899437439066,sleep,300,1
2024-11-25 00:25:00,60.4567837844048,sleep,300,1
2024-11-25 00:30:00,60.18581938001242,sleep,300,1
2024-11-25 00:35:00,59.928610959946575,sleep,300,1
2024-11-25 00:40:00,60.0,sleep,300,1
2024-11-25 00:45:00,60.35862705345304,sleep,300,1
2024-11-25 00:50:00,60.91509933443565,sleep,300,1
2024-11-25 00:55:00,62.42646969189087,sleep,300,1
2024-11-25 01:00:00,63.800875952241185,sleep,300,1
2024-11-25 01:05:00,64.5687136023827,sleep,300,1
2024-11-25 01:10:00,65.74648604997395,sleep,300,1
2024-11-25 01:15:00,66.21570200962928,sleep,300,1
2024-11-25 01:20:00,65.34290304821704,sleep,300,1
2024-11-25 01:25:00,66.3765108284605,sleep,300,1
2024-11-25 01:30:00,66.0091398848325,sleep,300,1
2024-11-25 01:35:00,65.93959954560104,sleep,300,1
2024-11-25 01:40:00,67.92279283737156,sleep,300,1
2024-11-25 01:45:00,68.23022673525342,sleep,300,1
2024-11-25 01:54:00,60.0,sleep,300,1
2024-11-25 01:59:00,61.63240913516349,sleep,300,1
2024-11-25 02:04:00,63.12648467631576,sleep,300,1
2024-11-25 02:09:00,64.13319665122327,sleep,300,1
2024-11-25 02:14:00,62.562172864465,sleep,300,1
2024-11-25 02:19:00,63.00361533594363,sleep,300,1
2024-11-25 02:24:00,62.60310962995793,sleep,300,1
2024-11-25 02:29:00,62.00700894314179,sleep,300,1
2024-11-25 02:34:00,61.24737782839846,sleep,300,1
2024-11-25 02:39:00,60.0,sleep,300,1
2024-11-25 02:44:00,58.285019972883056,sleep,300,1
2024-11-25 02:49:00,57.880229337119154,sleep,300,1
2024-11-25 02:54:00,57.45613889060455,sleep,300,1
2024-11-25 02:59:00,57.61240936074246,sleep,300,1
2024-11-25 03:04:00,57.44024945463553,sleep,300,1
2024-11-25 03:10:00,60.0,sleep,300,1
2024-11-25 03:15:00,58.97363891561674,sleep,300,1
2024-11-25 03:20:00,59.19820573916361,sleep,300,1
2024-11-25 03:25:00,59.80543747266182,sleep,300,1
2024-11-25 03:30:00,59.685107796799265,sleep,300,1
2024-11-25 03:35:00,60.01242127163974,sleep,300,1
